Study,Species,Age\Sex\Size_of_Predator,Sample_size,Sample_type,State\Province,Subregion,Region_code,Year_Start,Year_End,Months,Reference,Diet_data,Age\Size_of_prey,N_prey_items ,Count_type_(FO=frequency_of_occurrence\SSFO=split_sample_frequency_of_occurence\V=volume\M=model\O=feeding event\C=number_count),Percent_salmon,95_Percent_CIs,Percent_chinook ,95_ Percent_CIs,Anecdotal_chinook_abundance(if_species_mentioned\chinook_column_blank),Citation,URL,Comment,Double_count_(RefStudyNum(\s) 
108,Killer Whale,M\F- adult\ juv,4,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,1,Ford et al. 2010,scale and DNA,,4,FO,100.0,,100.0,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,1,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,2,Ford et al. 2010,scale and DNA,,1,FO,100.0,,100.0,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,1,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,3,Ford et al. 2010,scale and DNA,,1,FO,100.0,,100.0,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,0,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,4,Ford et al. 2010,scale and DNA,,0,FO,100.0,,0.0,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,21,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,5,Ford et al. 2010,scale and DNA,,21,FO,100.0,,100.0,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,111,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,6,Ford et al. 2010,scale and DNA,,111,FO,100.0,,86.5,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,181,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,7,Ford et al. 2010,scale and DNA,,181,FO,100.0,,87.8,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,233,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,8,Ford et al. 2010,scale and DNA,,233,FO,100.0,,91.0,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,133,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,9,Ford et al. 2010,scale and DNA,,133,FO,100.0,,45.1,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,112,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,10,Ford et al. 2010,scale and DNA,,112,FO,100.0,,10.7,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,7,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,11,Ford et al. 2010,scale and DNA,,7,FO,100.0,,42.9,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
108,Killer Whale,M\F- adult\ juv,2,Feeding event,British Columbia,All (coast and islands),D\E,1974,2009,12,Ford et al. 2010,scale and DNA,,2,FO,100.0,,0.0,,,Ford  J.K.B  Wright  B.M.  Ellis  G.M.  and Candy  J.R. 2010. Chinook  salmon  predation  by resident killer whales: seasonal and regional selectivity  stock identity of prey  and consumption rates. DFO Can. Sci. Advis. Sec. Res. Doc. 2009\101. iv + 43  p.,http://www.dfo-mpo.gc.ca/Library/339995.pdf,Table 3. Salmonid species sampled from resident killer whale feeding events by month 1974-2009. n = 806 feeding events (year total).,3\4\5\106\107
109,Steller Sea lion,F,470,scat sample,Alaska,South Peninsula (Forrester Isl.),F,1994,1999,6--7,Trites and Calkin 2008,scat sample,,,FO,63.0,,,,,Trites  A. W.  Calkins  D. G. (2008). Diets of mature male and female Steller sea lions (Eumetopias jubatus) differ and cannot be used as proxies for each other. Aquatic Mammals 34(1) 25.,http://www.marinemammal.org/wp-content/pdfs/Trites%20and%20Calkins%202008.pdf,Fig. 2 and 3 (estimated points from plots). NOTE: distinctly different diets for males vs females (during breeding season).,
110,Steller Sea lion,M,264,scat sample,Alaska,South Peninsula (Forrester Isl.),F,1994,1999,6--7,Trites and Calkin 2008,scat sample,,,FO,9.0,,,,,Trites  A. W.  Calkins  D. G. (2008). Diets of mature male and female Steller sea lions (Eumetopias jubatus) differ and cannot be used as proxies for each other. Aquatic Mammals 34(1) 25.,http://www.marinemammal.org/wp-content/pdfs/Trites%20and%20Calkins%202008.pdf,Fig. 2 and 3 (estimated points from plots). NOTE: distinctly different diets for males vs females (during breeding season).,
111,California Sea lion,M\F,67,scat sample,California,Monterey Bay,A,1997,1997,8--10,Weise and Harvey 2008,scat sample,,909,M(percentbiomass),5.4,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,70,scat sample,California,Monterey Bay,A,1997,1998,11--1,Weise and Harvey 2008,scat sample,,2096,M(percentbiomass),0.7,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,100,scat sample,California,Monterey Bay,A,1998,1998,2--4,Weise and Harvey 2008,scat sample,,2386,M(percentbiomass),3.7,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,72,scat sample,California,Monterey Bay,A,1998,1998,5--7,Weise and Harvey 2008,scat sample,,2874,M(percentbiomass),5.1,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,68,scat sample,California,Monterey Bay,A,1998,1998,8--10,Weise and Harvey 2008,scat sample,,3653,M(percentbiomass),1.6,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,45,scat sample,California,Monterey Bay,A,1998,1999,11--1,Weise and Harvey 2008,scat sample,,238,M(percentbiomass),0.0,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,42,scat sample,California,Monterey Bay,A,1999,1999,2--4,Weise and Harvey 2008,scat sample,,657,M(percentbiomass),0.0,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,32,scat sample,California,Monterey Bay,A,1999,1999,5--7,Weise and Harvey 2008,scat sample,,763,M(percentbiomass),0.0,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
111,California Sea lion,M\F,57,scat sample,California,Monterey Bay,A,1999,1999,8--10,Weise and Harvey 2008,scat sample,,2773,M(percentbiomass),2.6,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Table 2. Minimum number of individuals (MNI) and percentage mass (percentM) of prey taxa identified from California sea lion fecal samples collected in Monterey Bay from 1997 to 1999. Indices were derived by applying numerical and size correction factors to otoliths and beaks identified in fecal samples.,112
112,California Sea lion,M\F,553,scat sample,California,Monterey Bay,A,1997,1999,1--12,Weise and Harvey 2008,scat sample,,16349,M(percentbiomass),1.8,,,,chinook probably not considerable proportion of diet but may be present,Weise  M. J.  and Harvey  J. T. (2008). Temporal variability in ocean climate and California sea lion diet and biomass consumption: implications for fisheries management. Marine Ecology-Progress Series  373  157-172.,https://scholar.google.com/scholar_url?url=http://islandora.mlml.calstate.edu/islandora/object/ir%253A1036/datastream/PDF/download/citation.pdf&hl=en&sa=T&oi=gsb-ggp&ct=res&cd=0&ei=8pyAVYzNNMrI0QGt-YDACQ&scisig=AAGBfm0UMNPFQWgRzgyIx7XvW_oWBpzu5Q,Total of all seasons (from text Results pg 161) NOTE: the sample size and MNI (column N) is summed from the individual seasons entered in this spreadsheet and does not equal what is in the text (for some reason). ,111
114,Harbor Seal,M\ F,49,blubber biopsy,Washington,San Juan Islands,D,2007,2008,year,Bromaghin et al. 2013,fatty acid,juv+adult,251,QFASA,24.0,4.9,17.5,4.9,,Bromaghin  J. F.  Lance  M. M.  Elliott  E. W.  Jeffries  S. J.  Acevedo-Gutiérrez  A.  and Kennish  J. M. (2013). New insights into the diets of harbor seals (Phoca vitulina) in the Salish Sea revealed by analysis of fatty acid signatures. Fishery Bulletin  111(1)  13.,http://fishbull.noaa.gov/1111/bromaghin.pdf,Extracted from Fig 2. Mean diet composition estimates: (B) unadjusted for differential fat mass among prey classes  for all harbor seals (Phoca vitulina) combined in our investigation of the diet composition of harbor seals in the Salish Sea. ,
115,Harbor Seal,M,31,scat sample,Alaska,Glacier Bay,F,2004,2006,year,Herreman et al. 2009,scat sample,Approx 38percent juvenile and 62percent adult salmon (estimated from values in Table 4),49,FO,3.2,,,,,Herreman  J. K.  Blundell  G. M.  and Ben-David  M. (2009). Evidence of bottom-up control of diet driven by top-down processes in a declining harbor seal Phoca vitulina richardsi population. Marine Ecology Progress Series  374  287-300.,http://www.int-res.com/articles/meps2008/374/m374p287.pdf,FO calculated from prey count column per total scats (n) from Table 3. It is unclear from the text if count refers to number of scats containing one or more occurance of a prey species or if it refers to the total number of times a prey species was found in all scats including multiple times per individual scats (I do not think the latter is the case but I am noting it because I am not positive  but if there were multiple counts of a species per scat then the calculation for FO would not be correct). Age of salmon should be regarded cautiously as it is derived from Table 4 analyses which cannot differentiate between adult salmon and herring or juvenile salmon and sandlance. The calculation also omits factoring in error for simplicity but these were often large.  ,
115,Harbor Seal,F,24,scat sample,Alaska,Glacier Bay,F,2004,2006,year,Herreman et al. 2009,scat sample,Approx 38percent juvenile and 62percent adult salmon (estimated from values in Table 4),44,FO,16.7,,,,,Herreman  J. K.  Blundell  G. M.  and Ben-David  M. (2009). Evidence of bottom-up control of diet driven by top-down processes in a declining harbor seal Phoca vitulina richardsi population. Marine Ecology Progress Series  374  287-300.,http://www.int-res.com/articles/meps2008/374/m374p287.pdf,FO calculated from prey count column per total scats (n) from Table 3. It is unclear from the text if count refers to number of scats containing one or more occurance of a prey species or if it refers to the total number of times a prey species was found in all scats including multiple times per individual scats (I do not think the latter is the case but I am noting it because I am not positive  but if there were multiple counts of a species per scat then the calculation for FO would not be correct). Age of salmon should be regarded cautiously as it is derived from Table 4 analyses which cannot differentiate between adult salmon and herring or juvenile salmon and sandlance. The calculation also omits factoring in error for simplicity but these were often large.  ,
116,Harbor Seal,M,20,scat sample,Alaska,Prince William Sound,G,2004,2005,year,Herreman et al. 2009,scat sample,Approx 24percent juvenile and 76percent adult salmon (estimated from values in Table 4),36,FO,10.0,,,,,Herreman  J. K.  Blundell  G. M.  and Ben-David  M. (2009). Evidence of bottom-up control of diet driven by top-down processes in a declining harbor seal Phoca vitulina richardsi population. Marine Ecology Progress Series  374  287-300.,http://www.int-res.com/articles/meps2008/374/m374p287.pdf,FO calculated from prey count column per total scats (n) from Table 3. It is unclear from the text if count refers to number of scats containing one or more occurance of a prey species or if it refers to the total number of times a prey species was found in all scats including multiple times per individual scats (I do not think the latter is the case but I am noting it because I am not positive  but if there were multiple counts of a species per scat then the calculation for FO would not be correct). Age of salmon should be regarded cautiously as it is derived from Table 4 analyses which cannot differentiate between adult salmon and herring or juvenile salmon and sandlance. The calculation also omits factoring in error for simplicity but these were often large.  ,
116,Harbor Seal,F,23,scat sample,Alaska,Prince William Sound,G,2004,2005,year,Herreman et al. 2009,scat sample,Approx 24percent juvenile and 76percent adult salmon (estimated from values in Table 4),49,FO,0.0,,0.0,,,Herreman  J. K.  Blundell  G. M.  and Ben-David  M. (2009). Evidence of bottom-up control of diet driven by top-down processes in a declining harbor seal Phoca vitulina richardsi population. Marine Ecology Progress Series  374  287-300.,http://www.int-res.com/articles/meps2008/374/m374p287.pdf,FO calculated from prey count column per total scats (n) from Table 3. It is unclear from the text if count refers to number of scats containing one or more occurance of a prey species or if it refers to the total number of times a prey species was found in all scats including multiple times per individual scats (I do not think the latter is the case but I am noting it because I am not positive  but if there were multiple counts of a species per scat then the calculation for FO would not be correct). Age of salmon should be regarded cautiously as it is derived from Table 4 analyses which cannot differentiate between adult salmon and herring or juvenile salmon and sandlance. The calculation also omits factoring in error for simplicity but these were often large.  ,
117,Harbor Seal,M\F,11,stomach sample,Alaska,Aleutian (Amchitka Isl.),H,1959,1962,1\3\4,Kenyon 1965,stomach sample content,,275,C,0.0,,0.0,,,Kenyon  K. W. (1965). Food of harbor seals at Amchitka Island  Alaska.Journal of Mammalogy  46(1)  103-104.,http://jmammal.oxfordjournals.org/content/46/1/103,Table 1,
118,Steller Sea lion,M\F,153,stomach sample,Alaska ,Gulf of Alaska,G,1975,1978,year,Pitcher 1981,stomach sample content,,454,FO,3.9,,,,,Pitcher  K. W. (1981). Prey of the Steller sea lion  Eumetopias jubatus  in the Gulf of Alaska. Fishery bulletin United States  National Marine Fisheries Service.,http://fishbull.noaa.gov/79-3/pitcher.pdf,Table 3,
119,Steller Sea lion,M\F,1631,scat sample,Alaska,Frederick Sound (SE AK),F,2001,2004,5\6\7\9\12\1\3,Tollit et al 2015,scat sample,32.5cm (mean forklength salmon extracted from Fig. 5),9666,FO,11.0,,,,,Tollit  D. J.  Wong  M. A.  and Trites  A. W. (2015). Diet composition of Steller sea lions (Eumetopias jubatus) in Frederick Sound  southeast Alaska: a comparison of quantification methods using scats to describe temporal and spatial variabilities. Canadian Journal of Zoology  93(5)  361-376.,http://www.nrcresearchpress.com/doi/pdf/10.1139/cjz-2014-0292,Table 3,86\87
120,Steller Sea lion,F adult\some juvenile (M\F) ,2102,scat sample,Alaska,Aleutian Islands,H,1990,1998,5--9,Sinclair and Zeppelin 2002,scat sample,adult\late-stage juv,,FO,25.9,,,,,Sinclair  E. H.  and Zeppelin  T. K. (2002). Seasonal and spatial differences in diet in the western stock of Steller sea lions (Eumetopias jubatus). Journal of Mammalogy  83(4)  973-990.,http://www.jstor.org/stable/1383503,Table 1,121
120,Steller Sea lion,F adult\some juvenile (M\F) ,1660,scat sample,Alaska,Aleutian Islands,H,1990,1998,12--4,Sinclair and Zeppelin 2002,scat sample,adult\late-stage juv,,FO,13.4,,,,,Sinclair  E. H.  and Zeppelin  T. K. (2002). Seasonal and spatial differences in diet in the western stock of Steller sea lions (Eumetopias jubatus). Journal of Mammalogy  83(4)  973-990.,http://www.jstor.org/stable/1383504,Table 1,
121,Steller Sea lion,F adult\some juvenile (M\F) ,1262,scat sample ,Alaska,Aleutian Islands,H,1990,2001,5--9,Sinclair et al. 2005,scat sample,adult\late-stage juv,,FO,25.1,,,,,SINCLAIR  E. H.  MOORE  S. E.  FRIDAY  N. A.  ZEPPELIN  T. K. and WAITE  J. M. (2005)  Do patterns of Steller sea lion (Eumetopias jubatus) diet  population trend and cetacean occurrence reflect oceanographic domains from the Alaska Peninsula to the central Aleutian Islands?. Fisheries Oceanography  14: 223–242. doi:10.1111\j.1365-2419.2005.00375.x,http://onlinelibrary.wiley.com/enhanced/doi/10.1111/j.1365-2419.2005.00375.x/,Table 1. NOTE: This is a re-analysis of Sinclair and Zeppelin 2002 data that includes additional data from 1998 to 2001. Data were selected rookery sites thus samples are mostly from adult female predators.,120\122
122,Steller Sea lion,F adult\some juvenile (M\F) ,1772,scat sample,Alaska,Aleutian Islands,H,1999,2009,5--9,Sinclair et al. 2013,scat sample,adult\late-stage juv,,FO,35.0,,,,,Sinclair  E. H.  D. S. Johnson  T. K. Zeppelin  and T. S. Gelatt. 2013. Decadal variation in the diet of Western Stock Steller sea lions (Eumetopias jubatus). U.S. Dep. Commer.  NOAA Tech. Memo. NMFSAFSC-248  67 p.,https://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-248.pdf,Text p13\Table 1,121
122,Steller Sea lion,F adult\some juvenile (M\F) ,1640,scat sample,Alaska,Aleutian Islands,H,1999,2009,11--4,Sinclair et al. 2013,scat sample,adult\late-stage juv,,FO,20.0,,,,,Sinclair  E. H.  D. S. Johnson  T. K. Zeppelin  and T. S. Gelatt. 2013. Decadal variation in the diet of Western Stock Steller sea lions (Eumetopias jubatus). U.S. Dep. Commer.  NOAA Tech. Memo. NMFSAFSC-248  67 p.,https://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-248.pdf,Text p13\Table 2,
123,Harbor Seal,M\F,153,scat sample,California,San Francisco Bay,A,1991,1992,year,Torok 1994,scat sample,,2082,FO,0.0,,0.0,,,Torok  Michael L. Movements  Daily Activity Patterns  Dive Behavior  and Food Habits of Harbor Seals (Phoca Vitulina Richardsi) in San Francisco Bay  California. N.p.  1994. Print.,http://islandora.mlml.calstate.edu/islandora/object/islandora%3A1680,Table 12,
124,Steller Sea lion,F adult\some juvenile (M\F) ,752,scat sample,Alaska,Southeast Alaska,F,1993,1999,6--8,Trites et al. 2007,scat sample,,,FO,57.7,,,,,Trites  A. W.  Calkins  D. G.  and Winship  A. J. (2007). Diets of Steller sea lions (Eumetopias jubatus) in Southeast Alaska  1993_ 1999. Fishery Bulletin 105(2)  234-248.,http://fishbull.noaa.gov/1052/trites.pdf,Table 2. Frequency of occurrence of prey types in Steller sea lion (Eumetopias jubatus) scats from Southeast Alaska. Samples were from rookeries (Forrester  Hazy  and White Sisters) in summer (Jun_Aug) 1993_99 and from haulouts in fall (Sep_Nov) 1993 and 1995_96  winter (Dec_Feb) 1996_97  and spring (Mar_May) 1996. The rookery data (summer) were pooled across months (and sites within the Forrester complex) but averaged across years and rookeries (weighted by pup counts). Haulout data were pooled across months and sites but averaged across years. NOTE: Data in this entry is from a rookery site thus samples are mostly from adult female predators and some juveniles (M\F).,
